Anno,Tipo,Valori tipo,Valori
1861,Bovini e bufalini,Numero (n capi),924.0
1862,Bovini e bufalini,Numero (n capi),838.0
1863,Bovini e bufalini,Numero (n capi),775.0
1864,Bovini e bufalini,Numero (n capi),718.0
1865,Bovini e bufalini,Numero (n capi),663.0
1866,Bovini e bufalini,Numero (n capi),592.0
1867,Bovini e bufalini,Numero (n capi),596.0
1868,Bovini e bufalini,Numero (n capi),610.0
1869,Bovini e bufalini,Numero (n capi),619.0
1870,Bovini e bufalini,Numero (n capi),707.0
1871,Bovini e bufalini,Numero (n capi),744.0
1872,Bovini e bufalini,Numero (n capi),824.0
1873,Bovini e bufalini,Numero (n capi),890.0
1874,Bovini e bufalini,Numero (n capi),976.0
1875,Bovini e bufalini,Numero (n capi),1013.0
1876,Bovini e bufalini,Numero (n capi),1015.0
1877,Bovini e bufalini,Numero (n capi),986.0
1878,Bovini e bufalini,Numero (n capi),981.0
1879,Bovini e bufalini,Numero (n capi),999.0
1880,Bovini e bufalini,Numero (n capi),1030.0
1881,Bovini e bufalini,Numero (n capi),992.0
1882,Bovini e bufalini,Numero (n capi),1021.0
1883,Bovini e bufalini,Numero (n capi),1069.0
1884,Bovini e bufalini,Numero (n capi),1182.0
1885,Bovini e bufalini,Numero (n capi),1260.0
1886,Bovini e bufalini,Numero (n capi),1296.0
1887,Bovini e bufalini,Numero (n capi),1344.0
1888,Bovini e bufalini,Numero (n capi),1470.0
1889,Bovini e bufalini,Numero (n capi),1476.0
1890,Bovini e bufalini,Numero (n capi),1396.0
1891,Bovini e bufalini,Numero (n capi),1364.0
1892,Bovini e bufalini,Numero (n capi),1364.0
1893,Bovini e bufalini,Numero (n capi),1348.0
1894,Bovini e bufalini,Numero (n capi),1305.0
1895,Bovini e bufalini,Numero (n capi),1318.0
1896,Bovini e bufalini,Numero (n capi),1329.0
1897,Bovini e bufalini,Numero (n capi),1334.0
1898,Bovini e bufalini,Numero (n capi),1295.0
1899,Bovini e bufalini,Numero (n capi),1309.0
1900,Bovini e bufalini,Numero (n capi),1289.0
1901,Bovini e bufalini,Numero (n capi),1327.0
1902,Bovini e bufalini,Numero (n capi),1350.0
1903,Bovini e bufalini,Numero (n capi),1389.0
1904,Bovini e bufalini,Numero (n capi),1406.0
1905,Bovini e bufalini,Numero (n capi),1450.0
1906,Bovini e bufalini,Numero (n capi),1514.0
1907,Bovini e bufalini,Numero (n capi),1525.0
1908,Bovini e bufalini,Numero (n capi),1563.0
1909,Bovini e bufalini,Numero (n capi),1575.0
1910,Bovini e bufalini,Numero (n capi),1586.0
1861,Bovini e bufalini,Peso (n morto),1243.0
1862,Bovini e bufalini,Peso (n morto),1042.0
1863,Bovini e bufalini,Peso (n morto),940.0
1864,Bovini e bufalini,Peso (n morto),999.0
1865,Bovini e bufalini,Peso (n morto),957.0
1866,Bovini e bufalini,Peso (n morto),936.0
1867,Bovini e bufalini,Peso (n morto),933.0
1868,Bovini e bufalini,Peso (n morto),946.0
1869,Bovini e bufalini,Peso (n morto),977.0
1870,Bovini e bufalini,Peso (n morto),1020.0
1871,Bovini e bufalini,Peso (n morto),1087.0
1872,Bovini e bufalini,Peso (n morto),1172.0
1873,Bovini e bufalini,Peso (n morto),1280.0
1874,Bovini e bufalini,Peso (n morto),1410.0
1875,Bovini e bufalini,Peso (n morto),1564.0
1876,Bovini e bufalini,Peso (n morto),1532.0
1877,Bovini e bufalini,Peso (n morto),1510.0
1878,Bovini e bufalini,Peso (n morto),1503.0
1879,Bovini e bufalini,Peso (n morto),1509.0
1880,Bovini e bufalini,Peso (n morto),1526.0
1881,Bovini e bufalini,Peso (n morto),1558.0
1882,Bovini e bufalini,Peso (n morto),1603.0
1883,Bovini e bufalini,Peso (n morto),1663.0
1884,Bovini e bufalini,Peso (n morto),1739.0
1885,Bovini e bufalini,Peso (n morto),1828.0
1886,Bovini e bufalini,Peso (n morto),1932.0
1887,Bovini e bufalini,Peso (n morto),2052.0
1888,Bovini e bufalini,Peso (n morto),2049.0
1889,Bovini e bufalini,Peso (n morto),2049.0
1890,Bovini e bufalini,Peso (n morto),2051.0
1891,Bovini e bufalini,Peso (n morto),2062.0
1892,Bovini e bufalini,Peso (n morto),2055.0
1893,Bovini e bufalini,Peso (n morto),2035.0
1894,Bovini e bufalini,Peso (n morto),2014.0
1895,Bovini e bufalini,Peso (n morto),1991.0
1896,Bovini e bufalini,Peso (n morto),1969.0
1897,Bovini e bufalini,Peso (n morto),1947.0
1898,Bovini e bufalini,Peso (n morto),1925.0
1899,Bovini e bufalini,Peso (n morto),1935.0
1900,Bovini e bufalini,Peso (n morto),1944.0
1901,Bovini e bufalini,Peso (n morto),1949.0
1902,Bovini e bufalini,Peso (n morto),1956.0
1903,Bovini e bufalini,Peso (n morto),1961.0
1904,Bovini e bufalini,Peso (n morto),1978.0
1905,Bovini e bufalini,Peso (n morto),1992.0
1906,Bovini e bufalini,Peso (n morto),2006.0
1907,Bovini e bufalini,Peso (n morto),2024.0
1908,Bovini e bufalini,Peso (n morto),2044.0
1909,Bovini e bufalini,Peso (n morto),2069.0
1910,Bovini e bufalini,Peso (n morto),2090.0
1861,Ovini e caprini,Numero (n capi),6405.0
1862,Ovini e caprini,Numero (n capi),5862.0
1863,Ovini e caprini,Numero (n capi),5397.0
1864,Ovini e caprini,Numero (n capi),5010.0
1865,Ovini e caprini,Numero (n capi),4684.0
1866,Ovini e caprini,Numero (n capi),4729.0
1867,Ovini e caprini,Numero (n capi),4752.0
1868,Ovini e caprini,Numero (n capi),4643.0
1869,Ovini e caprini,Numero (n capi),4659.0
1870,Ovini e caprini,Numero (n capi),4916.0
1871,Ovini e caprini,Numero (n capi),5144.0
1872,Ovini e caprini,Numero (n capi),5704.0
1873,Ovini e caprini,Numero (n capi),6063.0
1874,Ovini e caprini,Numero (n capi),6219.0
1875,Ovini e caprini,Numero (n capi),6329.0
1876,Ovini e caprini,Numero (n capi),7339.0
1877,Ovini e caprini,Numero (n capi),7515.0
1878,Ovini e caprini,Numero (n capi),6951.0
1879,Ovini e caprini,Numero (n capi),7014.0
1880,Ovini e caprini,Numero (n capi),7102.0
1881,Ovini e caprini,Numero (n capi),7432.0
1882,Ovini e caprini,Numero (n capi),7416.0
1883,Ovini e caprini,Numero (n capi),7362.0
1884,Ovini e caprini,Numero (n capi),7366.0
1885,Ovini e caprini,Numero (n capi),7343.0
1886,Ovini e caprini,Numero (n capi),7653.0
1887,Ovini e caprini,Numero (n capi),7465.0
1888,Ovini e caprini,Numero (n capi),7271.0
1889,Ovini e caprini,Numero (n capi),7004.0
1890,Ovini e caprini,Numero (n capi),6433.0
1891,Ovini e caprini,Numero (n capi),6491.0
1892,Ovini e caprini,Numero (n capi),6263.0
1893,Ovini e caprini,Numero (n capi),6075.0
1894,Ovini e caprini,Numero (n capi),5945.0
1895,Ovini e caprini,Numero (n capi),5863.0
1896,Ovini e caprini,Numero (n capi),5825.0
1897,Ovini e caprini,Numero (n capi),5865.0
1898,Ovini e caprini,Numero (n capi),5952.0
1899,Ovini e caprini,Numero (n capi),6079.0
1900,Ovini e caprini,Numero (n capi),6283.0
1901,Ovini e caprini,Numero (n capi),6499.0
1902,Ovini e caprini,Numero (n capi),6059.0
1903,Ovini e caprini,Numero (n capi),6370.0
1904,Ovini e caprini,Numero (n capi),6665.0
1905,Ovini e caprini,Numero (n capi),6464.0
1906,Ovini e caprini,Numero (n capi),6695.0
1907,Ovini e caprini,Numero (n capi),6897.0
1908,Ovini e caprini,Numero (n capi),7133.0
1909,Ovini e caprini,Numero (n capi),7401.0
1910,Ovini e caprini,Numero (n capi),7641.0
1861,Ovini e caprini,Peso (n morto),482.0
1862,Ovini e caprini,Peso (n morto),451.0
1863,Ovini e caprini,Peso (n morto),423.0
1864,Ovini e caprini,Peso (n morto),409.0
1865,Ovini e caprini,Peso (n morto),399.0
1866,Ovini e caprini,Peso (n morto),395.0
1867,Ovini e caprini,Peso (n morto),397.0
1868,Ovini e caprini,Peso (n morto),402.0
1869,Ovini e caprini,Peso (n morto),414.0
1870,Ovini e caprini,Peso (n morto),424.0
1871,Ovini e caprini,Peso (n morto),446.0
1872,Ovini e caprini,Peso (n morto),471.0
1873,Ovini e caprini,Peso (n morto),487.0
1874,Ovini e caprini,Peso (n morto),506.0
1875,Ovini e caprini,Peso (n morto),523.0
1876,Ovini e caprini,Peso (n morto),543.0
1877,Ovini e caprini,Peso (n morto),560.0
1878,Ovini e caprini,Peso (n morto),574.0
1879,Ovini e caprini,Peso (n morto),586.0
1880,Ovini e caprini,Peso (n morto),601.0
1881,Ovini e caprini,Peso (n morto),613.0
1882,Ovini e caprini,Peso (n morto),628.0
1883,Ovini e caprini,Peso (n morto),639.0
1884,Ovini e caprini,Peso (n morto),646.0
1885,Ovini e caprini,Peso (n morto),657.0
1886,Ovini e caprini,Peso (n morto),665.0
1887,Ovini e caprini,Peso (n morto),675.0
1888,Ovini e caprini,Peso (n morto),683.0
1889,Ovini e caprini,Peso (n morto),658.0
1890,Ovini e caprini,Peso (n morto),635.0
1891,Ovini e caprini,Peso (n morto),609.0
1892,Ovini e caprini,Peso (n morto),583.0
1893,Ovini e caprini,Peso (n morto),581.0
1894,Ovini e caprini,Peso (n morto),578.0
1895,Ovini e caprini,Peso (n morto),576.0
1896,Ovini e caprini,Peso (n morto),573.0
1897,Ovini e caprini,Peso (n morto),571.0
1898,Ovini e caprini,Peso (n morto),568.0
1899,Ovini e caprini,Peso (n morto),553.0
1900,Ovini e caprini,Peso (n morto),540.0
1901,Ovini e caprini,Peso (n morto),524.0
1902,Ovini e caprini,Peso (n morto),510.0
1903,Ovini e caprini,Peso (n morto),493.0
1904,Ovini e caprini,Peso (n morto),475.0
1905,Ovini e caprini,Peso (n morto),461.0
1906,Ovini e caprini,Peso (n morto),443.0
1907,Ovini e caprini,Peso (n morto),459.0
1908,Ovini e caprini,Peso (n morto),476.0
1909,Ovini e caprini,Peso (n morto),491.0
1910,Ovini e caprini,Peso (n morto),509.0
1861,Suini,Numero (n capi),3194.0
1862,Suini,Numero (n capi),2496.0
1863,Suini,Numero (n capi),2216.0
1864,Suini,Numero (n capi),1909.0
1865,Suini,Numero (n capi),1691.0
1866,Suini,Numero (n capi),1774.0
1867,Suini,Numero (n capi),1816.0
1868,Suini,Numero (n capi),1727.0
1869,Suini,Numero (n capi),1730.0
1870,Suini,Numero (n capi),1819.0
1871,Suini,Numero (n capi),2056.0
1872,Suini,Numero (n capi),2236.0
1873,Suini,Numero (n capi),2359.0
1874,Suini,Numero (n capi),2434.0
1875,Suini,Numero (n capi),2499.0
1876,Suini,Numero (n capi),2829.0
1877,Suini,Numero (n capi),2828.0
1878,Suini,Numero (n capi),2753.0
1879,Suini,Numero (n capi),2799.0
1880,Suini,Numero (n capi),2878.0
1881,Suini,Numero (n capi),3064.0
1882,Suini,Numero (n capi),3137.0
1883,Suini,Numero (n capi),3140.0
1884,Suini,Numero (n capi),3148.0
1885,Suini,Numero (n capi),3125.0
1886,Suini,Numero (n capi),3383.0
1887,Suini,Numero (n capi),3336.0
1888,Suini,Numero (n capi),3244.0
1889,Suini,Numero (n capi),3351.0
1890,Suini,Numero (n capi),3146.0
1891,Suini,Numero (n capi),3003.0
1892,Suini,Numero (n capi),2975.0
1893,Suini,Numero (n capi),2930.0
1894,Suini,Numero (n capi),2896.0
1895,Suini,Numero (n capi),2875.0
1896,Suini,Numero (n capi),2922.0
1897,Suini,Numero (n capi),2976.0
1898,Suini,Numero (n capi),3031.0
1899,Suini,Numero (n capi),3121.0
1900,Suini,Numero (n capi),2981.0
1901,Suini,Numero (n capi),3190.0
1902,Suini,Numero (n capi),3291.0
1903,Suini,Numero (n capi),3345.0
1904,Suini,Numero (n capi),3478.0
1905,Suini,Numero (n capi),3476.0
1906,Suini,Numero (n capi),3562.0
1907,Suini,Numero (n capi),3657.0
1908,Suini,Numero (n capi),3662.0
1909,Suini,Numero (n capi),3631.0
1910,Suini,Numero (n capi),3602.0
1861,Suini,Peso (n morto),2686.0
1862,Suini,Peso (n morto),2121.0
1863,Suini,Peso (n morto),1901.0
1864,Suini,Peso (n morto),1716.0
1865,Suini,Peso (n morto),1607.0
1866,Suini,Peso (n morto),1530.0
1867,Suini,Peso (n morto),1496.0
1868,Suini,Peso (n morto),1525.0
1869,Suini,Peso (n morto),1581.0
1870,Suini,Peso (n morto),1671.0
1871,Suini,Peso (n morto),1816.0
1872,Suini,Peso (n morto),2016.0
1873,Suini,Peso (n morto),2110.0
1874,Suini,Peso (n morto),2232.0
1875,Suini,Peso (n morto),2328.0
1876,Suini,Peso (n morto),2452.0
1877,Suini,Peso (n morto),2550.0
1878,Suini,Peso (n morto),2593.0
1879,Suini,Peso (n morto),2636.0
1880,Suini,Peso (n morto),2650.0
1881,Suini,Peso (n morto),2724.0
1882,Suini,Peso (n morto),2771.0
1883,Suini,Peso (n morto),2820.0
1884,Suini,Peso (n morto),2841.0
1885,Suini,Peso (n morto),2890.0
1886,Suini,Peso (n morto),2911.0
1887,Suini,Peso (n morto),2962.0
1888,Suini,Peso (n morto),2983.0
1889,Suini,Peso (n morto),2944.0
1890,Suini,Peso (n morto),2904.0
1891,Suini,Peso (n morto),2863.0
1892,Suini,Peso (n morto),2821.0
1893,Suini,Peso (n morto),2841.0
1894,Suini,Peso (n morto),2829.0
1895,Suini,Peso (n morto),2848.0
1896,Suini,Peso (n morto),2867.0
1897,Suini,Peso (n morto),2855.0
1898,Suini,Peso (n morto),2873.0
1899,Suini,Peso (n morto),2764.0
1900,Suini,Peso (n morto),2685.0
1901,Suini,Peso (n morto),2635.0
1902,Suini,Peso (n morto),2583.0
1903,Suini,Peso (n morto),2562.0
1904,Suini,Peso (n morto),2542.0
1905,Suini,Peso (n morto),2556.0
1906,Suini,Peso (n morto),2586.0
1907,Suini,Peso (n morto),2614.0
1908,Suini,Peso (n morto),2703.0
1909,Suini,Peso (n morto),2794.0
1910,Suini,Peso (n morto),2922.0
1861,Equini,Numero (n capi),19.0
1862,Equini,Numero (n capi),19.0
1863,Equini,Numero (n capi),18.0
1864,Equini,Numero (n capi),18.0
1865,Equini,Numero (n capi),18.0
1866,Equini,Numero (n capi),19.0
1867,Equini,Numero (n capi),19.0
1868,Equini,Numero (n capi),20.0
1869,Equini,Numero (n capi),21.0
1870,Equini,Numero (n capi),23.0
1871,Equini,Numero (n capi),25.0
1872,Equini,Numero (n capi),26.0
1873,Equini,Numero (n capi),27.0
1874,Equini,Numero (n capi),28.0
1875,Equini,Numero (n capi),28.0
1876,Equini,Numero (n capi),28.0
1877,Equini,Numero (n capi),30.0
1878,Equini,Numero (n capi),30.0
1879,Equini,Numero (n capi),30.0
1880,Equini,Numero (n capi),32.0
1881,Equini,Numero (n capi),32.0
1882,Equini,Numero (n capi),34.0
1883,Equini,Numero (n capi),34.0
1884,Equini,Numero (n capi),35.0
1885,Equini,Numero (n capi),36.0
1886,Equini,Numero (n capi),36.0
1887,Equini,Numero (n capi),39.0
1888,Equini,Numero (n capi),39.0
1889,Equini,Numero (n capi),38.0
1890,Equini,Numero (n capi),37.0
1891,Equini,Numero (n capi),37.0
1892,Equini,Numero (n capi),38.0
1893,Equini,Numero (n capi),38.0
1894,Equini,Numero (n capi),38.0
1895,Equini,Numero (n capi),39.0
1896,Equini,Numero (n capi),39.0
1897,Equini,Numero (n capi),39.0
1898,Equini,Numero (n capi),39.0
1899,Equini,Numero (n capi),40.0
1900,Equini,Numero (n capi),40.0
1901,Equini,Numero (n capi),42.0
1902,Equini,Numero (n capi),43.0
1903,Equini,Numero (n capi),43.0
1904,Equini,Numero (n capi),43.0
1905,Equini,Numero (n capi),44.0
1906,Equini,Numero (n capi),46.0
1907,Equini,Numero (n capi),48.0
1908,Equini,Numero (n capi),51.0
1909,Equini,Numero (n capi),53.0
1910,Equini,Numero (n capi),54.0
1861,Equini,Peso (n morto),25.0
1862,Equini,Peso (n morto),25.0
1863,Equini,Peso (n morto),25.0
1864,Equini,Peso (n morto),27.0
1865,Equini,Peso (n morto),28.0
1866,Equini,Peso (n morto),28.0
1867,Equini,Peso (n morto),30.0
1868,Equini,Peso (n morto),31.0
1869,Equini,Peso (n morto),31.0
1870,Equini,Peso (n morto),32.0
1871,Equini,Peso (n morto),35.0
1872,Equini,Peso (n morto),35.0
1873,Equini,Peso (n morto),38.0
1874,Equini,Peso (n morto),38.0
1875,Equini,Peso (n morto),41.0
1876,Equini,Peso (n morto),41.0
1877,Equini,Peso (n morto),44.0
1878,Equini,Peso (n morto),45.0
1879,Equini,Peso (n morto),45.0
1880,Equini,Peso (n morto),48.0
1881,Equini,Peso (n morto),48.0
1882,Equini,Peso (n morto),49.0
1883,Equini,Peso (n morto),49.0
1884,Equini,Peso (n morto),49.0
1885,Equini,Peso (n morto),53.0
1886,Equini,Peso (n morto),53.0
1887,Equini,Peso (n morto),53.0
1888,Equini,Peso (n morto),54.0
1889,Equini,Peso (n morto),54.0
1890,Equini,Peso (n morto),54.0
1891,Equini,Peso (n morto),52.0
1892,Equini,Peso (n morto),52.0
1893,Equini,Peso (n morto),53.0
1894,Equini,Peso (n morto),50.0
1895,Equini,Peso (n morto),50.0
1896,Equini,Peso (n morto),50.0
1897,Equini,Peso (n morto),48.0
1898,Equini,Peso (n morto),48.0
1899,Equini,Peso (n morto),51.0
1900,Equini,Peso (n morto),55.0
1901,Equini,Peso (n morto),55.0
1902,Equini,Peso (n morto),59.0
1903,Equini,Peso (n morto),62.0
1904,Equini,Peso (n morto),66.0
1905,Equini,Peso (n morto),66.0
1906,Equini,Peso (n morto),70.0
1907,Equini,Peso (n morto),70.0
1908,Equini,Peso (n morto),74.0
1909,Equini,Peso (n morto),75.0
1910,Equini,Peso (n morto),79.0
1861,Pollame,Peso (n morto),404.0
1862,Pollame,Peso (n morto),410.0
1863,Pollame,Peso (n morto),414.0
1864,Pollame,Peso (n morto),419.0
1865,Pollame,Peso (n morto),424.0
1866,Pollame,Peso (n morto),430.0
1867,Pollame,Peso (n morto),437.0
1868,Pollame,Peso (n morto),442.0
1869,Pollame,Peso (n morto),450.0
1870,Pollame,Peso (n morto),456.0
1871,Pollame,Peso (n morto),461.0
1872,Pollame,Peso (n morto),466.0
1873,Pollame,Peso (n morto),470.0
1874,Pollame,Peso (n morto),475.0
1875,Pollame,Peso (n morto),480.0
1876,Pollame,Peso (n morto),496.0
1877,Pollame,Peso (n morto),477.0
1878,Pollame,Peso (n morto),458.0
1879,Pollame,Peso (n morto),440.0
1880,Pollame,Peso (n morto),423.0
1881,Pollame,Peso (n morto),435.0
1882,Pollame,Peso (n morto),449.0
1883,Pollame,Peso (n morto),462.0
1884,Pollame,Peso (n morto),474.0
1885,Pollame,Peso (n morto),466.0
1886,Pollame,Peso (n morto),458.0
1887,Pollame,Peso (n morto),450.0
1888,Pollame,Peso (n morto),441.0
1889,Pollame,Peso (n morto),434.0
1890,Pollame,Peso (n morto),424.0
1891,Pollame,Peso (n morto),419.0
1892,Pollame,Peso (n morto),414.0
1893,Pollame,Peso (n morto),409.0
1894,Pollame,Peso (n morto),405.0
1895,Pollame,Peso (n morto),400.0
1896,Pollame,Peso (n morto),406.0
1897,Pollame,Peso (n morto),412.0
1898,Pollame,Peso (n morto),419.0
1899,Pollame,Peso (n morto),426.0
1900,Pollame,Peso (n morto),432.0
1901,Pollame,Peso (n morto),434.0
1902,Pollame,Peso (n morto),435.0
1903,Pollame,Peso (n morto),436.0
1904,Pollame,Peso (n morto),438.0
1905,Pollame,Peso (n morto),440.0
1906,Pollame,Peso (n morto),448.0
1907,Pollame,Peso (n morto),454.0
1908,Pollame,Peso (n morto),462.0
1909,Pollame,Peso (n morto),469.0
1910,Pollame,Peso (n morto),474.0
1861,Conigli e selvaggina,Peso (n morto),100.0
1862,Conigli e selvaggina,Peso (n morto),98.0
1863,Conigli e selvaggina,Peso (n morto),96.0
1864,Conigli e selvaggina,Peso (n morto),99.0
1865,Conigli e selvaggina,Peso (n morto),100.0
1866,Conigli e selvaggina,Peso (n morto),102.0
1867,Conigli e selvaggina,Peso (n morto),109.0
1868,Conigli e selvaggina,Peso (n morto),114.0
1869,Conigli e selvaggina,Peso (n morto),118.0
1870,Conigli e selvaggina,Peso (n morto),120.0
1871,Conigli e selvaggina,Peso (n morto),121.0
1872,Conigli e selvaggina,Peso (n morto),122.0
1873,Conigli e selvaggina,Peso (n morto),120.0
1874,Conigli e selvaggina,Peso (n morto),122.0
1875,Conigli e selvaggina,Peso (n morto),124.0
1876,Conigli e selvaggina,Peso (n morto),126.0
1877,Conigli e selvaggina,Peso (n morto),125.0
1878,Conigli e selvaggina,Peso (n morto),127.0
1879,Conigli e selvaggina,Peso (n morto),129.0
1880,Conigli e selvaggina,Peso (n morto),130.0
1881,Conigli e selvaggina,Peso (n morto),133.0
1882,Conigli e selvaggina,Peso (n morto),133.0
1883,Conigli e selvaggina,Peso (n morto),131.0
1884,Conigli e selvaggina,Peso (n morto),130.0
1885,Conigli e selvaggina,Peso (n morto),129.0
1886,Conigli e selvaggina,Peso (n morto),127.0
1887,Conigli e selvaggina,Peso (n morto),126.0
1888,Conigli e selvaggina,Peso (n morto),124.0
1889,Conigli e selvaggina,Peso (n morto),123.0
1890,Conigli e selvaggina,Peso (n morto),121.0
1891,Conigli e selvaggina,Peso (n morto),121.0
1892,Conigli e selvaggina,Peso (n morto),122.0
1893,Conigli e selvaggina,Peso (n morto),119.0
1894,Conigli e selvaggina,Peso (n morto),118.0
1895,Conigli e selvaggina,Peso (n morto),117.0
1896,Conigli e selvaggina,Peso (n morto),115.0
1897,Conigli e selvaggina,Peso (n morto),113.0
1898,Conigli e selvaggina,Peso (n morto),111.0
1899,Conigli e selvaggina,Peso (n morto),108.0
1900,Conigli e selvaggina,Peso (n morto),105.0
1901,Conigli e selvaggina,Peso (n morto),98.0
1902,Conigli e selvaggina,Peso (n morto),102.0
1903,Conigli e selvaggina,Peso (n morto),100.0
1904,Conigli e selvaggina,Peso (n morto),98.0
1905,Conigli e selvaggina,Peso (n morto),96.0
1906,Conigli e selvaggina,Peso (n morto),95.0
1907,Conigli e selvaggina,Peso (n morto),94.0
1908,Conigli e selvaggina,Peso (n morto),92.0
1909,Conigli e selvaggina,Peso (n morto),90.0
1910,Conigli e selvaggina,Peso (n morto),87.0
1911,Bovini e bufalini,Numero (n capi),1585.0
1912,Bovini e bufalini,Numero (n capi),1556.0
1913,Bovini e bufalini,Numero (n capi),1557.0
1914,Bovini e bufalini,Numero (n capi),1857.0
1915,Bovini e bufalini,Numero (n capi),1745.0
1916,Bovini e bufalini,Numero (n capi),1584.0
1917,Bovini e bufalini,Numero (n capi),1569.0
1918,Bovini e bufalini,Numero (n capi),1476.0
1919,Bovini e bufalini,Numero (n capi),1612.0
1920,Bovini e bufalini,Numero (n capi),1851.0
1921,Bovini e bufalini,Numero (n capi),1857.0
1922,Bovini e bufalini,Numero (n capi),1978.0
1923,Bovini e bufalini,Numero (n capi),1951.0
1924,Bovini e bufalini,Numero (n capi),1591.0
1925,Bovini e bufalini,Numero (n capi),1679.0
1926,Bovini e bufalini,Numero (n capi),2402.0
1927,Bovini e bufalini,Numero (n capi),2517.0
